,"1. Următoarele/ următoarea afirmații cu privire la fiziologia respirației sunt adevărate:
",,,,
,"   4. plămânii sunt acoperiţi la exterior de o membrană cunoscută sub numele de pleura viscerală care este separată de pleura parietală de un strat subţire de lichid pleural;
",,,,
TRUE,"   5. durata şi intensitatea zgomotului laringo-treaheal sunt mai mari în inspir;
",,,,
TRUE,"   6. alveolele prezintă un perete pavimentos foarte subţire acoperit cu un strat fin de lichid alveolar denumit surfactant pulmonar;
",,,,
TRUE,"   7. filtrarea aerului expirat constă în captarea şi înlăturarea particulelor inhalate
",,,,
,"   8. captarea particulelor mari inhalate (10 micrometri) se face de către firele de păr din nas;
",,,,
,"   9. fluxul sanguin prin arterele bronşice este de ~100 ori mai mic în comparaţie cu circulaţia pulmonară;
",,,,
TRUE,"   10. plămânul are şi o irigaţie sanguină de provenienţă sistemică (arterele bronşice, care iau naştere din aortă), care se distribuie la nivelul arterei bronşice;
",,,,
,,,,,
,"20. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt false:
",,,,
,"   1. particulele mici (2 – 10 micrometri) care trec de filtrul primar reprezentat de firele de păr din nas sunt reţinute în stratul de mucus care tapetează căile aeriene;
",,,,
TRUE,"   2. plămânii sunt acoperiţi la exterior de o membrană cunoscută sub numele de pleura parietală care este separată de pleura viscerală de un strat subţire de lichid pleural;
",,,,
,"   3. pleura parietală tapetează peretele intern al cutiei toracice;
",,,,
TRUE,"   4. ventilația alveolară reprezintă procesul prin care aerul alveolar este permanent împrospătat cu aer de proveniență atmosferică și permite aducerea unei cantităţi limitate de oxigen şi reținerea bioxidului de carbon produs de organism;
",,,,
TRUE,"   5. fluxul sanguin prin arterele bronşice este de ~100 ori mai mare în comparaţie cu circulaţia pulmonară;
",,,,
,"   6. ventilația alveolară reprezintă procesul prin care aerul alveolar este permanent împrospătat cu aer de proveniență atmosferică;
",,,,
,"   7. există şi un flux limfatic redus la nivel pulmonar, iar vasele limfatice însoţesc căile aeriene mari şi vasele de sânge;
",,,,
TRUE,"   8. captarea particulelor mari inhalate (2.5 micrometri) se face de către firele de păr din nas
",,,,
,"   9. zgomotul laringo-traheal este grav, puternic şi cu caracter suflant;
",,,,
TRUE,"   10. tonalitatea zgomotului laringo-treaheal este mai ridicată în expir;
",,,,
,,,,,
,"21. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt false:
",,,,
,"   1. ventilația alveolară permite aducerea unor noi cantităţi de oxigen şi îndepărtarea bioxidului de carbon produs de organism;
",,,,
TRUE,"   2. pleura viscerală tapetează peretele intern al cutiei toracice;
",,,,
TRUE,"   3. următoarele procese sunt implicate în schimbul gazos: ventilația alveolară, difuzia gazelor respiratorii, transportul gazelor respiratorii, transferul de gaze respiratorii, respirația non-celulară;
",,,,
,"   4. la nivelul bronhiolei supralobulare există o îngustare a tubului aerifer urmată de lărgire bruscă;
",,,,
,"   5. lichidul pleural nu poate fi comprimat sau expansionat, iar cele două foiţe pleurale rămân strâns solidarizate una de cealaltă în mod fiziologic;
",,,,
,"   6. mucoasa căilor respiratorii prezintă cili cu mişcări continue dinspre interior spre exterior cu rol de deplasare a mucusului încărcat cu particule până la nivelul faringelui, de unde poate fi expectorat sau înghiţit;
",,,,
TRUE,"   7. există şi un flux limfatic la nivel pulmonar, însă vasele limfatice nu însoţesc căile aeriene mari şi vasele de sânge;
",,,,
TRUE,"   8. zgomotul laringo-traheal este grav, puternic şi cu caracter dulce aspirativ;
",,,,
,"   9. alveolele prezintă un perete epitelial foarte subţire acoperit cu un strat fin de lichid alveolar (surfactant pulmonar);
",,,,
TRUE,"   10. particulele mici (2 – 10 nanometri) care trec de filtrul primar reprezentat de firele de păr din nas sunt reţinute în stratul de mucus care tapetează căile aeriene;
",,,,
,,,,,
,"22. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
,"   1. presiunea aerului crește în căile aeriene peste generaţia a 7-a;
",,,,
TRUE,"   2. orice mişcare a diafragmului şi a peretelui toracic atrage după sine creşterea sau scăderea volumului de aer din plămân;
",,,,
,"   3. debitul de aer prin căile respiratorii superioare depinde de gradientul de presiune între alveole şi aerul atmosferic şi nu de rezistenţa căilor aeriene mici;
",,,,
,"   4. bariera care separă sângele din capilarele pulmonare de aerul alveolar are o grosime mai mare de 1⁄2 micrometri şi este alcătuită din celule epiteliale alveolare (acoperite de surfactant), spaţiu interstiţial şi celule endoteliale capilare;
",,,,
TRUE,"   5. în sistemul de tuburi de la nivelul arborelui bronşic, cu multe ramificaţii şi modificări ale calibrului căilor aeriene, curgerea laminară are loc numai prin căile aeriene foarte mici;
",,,,
,"   6. traheea se bifurcă în bronhiile principale dreaptă şi stângă; căile aeriene superioare continuă să se bifurce ajungând la diametre din ce în ce mai mici;
",,,,
,"   7. în trahee curgerea este laminară, în special în cursul efortului, când viteza curgerii aerului este mai mare;
",,,,
TRUE,"   8. în mod normal rezistenţa la trecerea aerului este foarte mică, astfel încât pentru a mobiliza aerul în cursul procesului de ventilaţie este necesară o diferenţă de presiune de doar 1-2 cm H2O;
",,,,
TRUE,"   9. la trecerea sa prin căile respiratorii, aerul este încălzit şi umezit acesta fiind complet saturat cu vapori de apă înainte de a ajunge la alveole;
",,,,
TRUE,"   10. în inspir aerul pătrunde prin fosele nazale şi faringe până la nivelul laringelui şi de aici la nivelul traheei;
",,,,
,,,,,
,"23. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
,"   1. la nivelul orificiului glotei diametrul căilor aeriene se lărgește şi apoi se îngustează brusc;
",,,,
,"   2. capilarele se întind de-a lungul peretelui alveolar şi nu formează o reţea densă de vase interconectate;
",,,,
TRUE,"   3. sângele ajunge la nivelul capilarelor peri-alveolare de la inima dreaptă prin arterele pulmonare ce se ramifică până la capilarele pulmonare;
",,,,
TRUE,"   4. turbulenţele produse la trecerea aerului prin conductele tubului respirator generează două zgomote caracteristice: zgomotul laringo-traheal şi murmurul vezicular;
",,,,
,"   5. debitul de aer depinde de diferenţa de presiune, şi nu de modul de curgere a aerului
",,,,
,"   6. volumul pulmonar are un efect relativ redus asupra rezistenţei căilor aeriene;
",,,,
TRUE,"   7. aerul trece printr-un tub numai dacă există o diferenţă de presiune între cele două capete ale tubului;
",,,,
,"   8. bronhiolele finale, numite şi respiratorii, se ramifică în scurte canale cu perete muscular denumite canale alveolare;
",,,,
TRUE,"   9. bronhiile principale prezintă la nivelul peretelui inele cartilaginoase, iar bronhiolele nu posedă astfel de structuri cartilaginoase, putând uşor să se colabeze;
",,,,
TRUE,"   10. rezistenţa fiecărei căi aeriene este relativ mare dar sunt foarte multe căi aeriene dispuse în paralel, cu rezistenţă combinată mică;
",,,,
,,,,,
,"24. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
,"   1. la nivelul orificiului glotei se produce zgomotul murmurul vezicular;
",,,,
TRUE,"   2. volumul pulmonar are un efect important asupra rezistenţei căilor aeriene;
",,,,
TRUE,"   3. capilarele se întind de-a lungul peretelui alveolar şi formează o reţea densă de vase interconectate;
",,,,
TRUE,"   4. debitul de aer depinde de diferenţa de presiune, dar şi de modul de curgere a aerului;
",,,,
,"   5. la un flux aerian redus, particulele au un traiect turbulent, paralel cu peretele tubului;
",,,,
,"   6. fiecare canal alveolar comunică indirect cu un număr de alveole pulmonare, locul unde are loc schimbul de gaze respiratorii;
",,,,
TRUE,"   7. bronhiolele finale, numite şi respiratorii, se ramifică în scurte canale fără perete muscular denumite canale alveolare;
",,,,
FALSE,"   8. bronhiile care pătrund în parenchimul pulmonar sunt comprimate de ţesutul pulmonar din jur, iar calibrul lor este redus când plămânul este expansionat în cursul inspirului;
",,,,
,"   9. la presiune capilară normală toate capilarele sunt deschise, iar deschiderea suplimentară a capilarelor are loc când presiunea creşte - de exemplu, în cursul efortului;
",,,,
TRUE,"   10. la nivelul orificiului glotei diametrul căilor aeriene se îngustează şi apoi se lărgeşte brusc;
",,,,
,,,,,
,"25. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. stimularea simpatică a mușchiului neted produce bronhodilataţie, pe când activitatea parasimpatică produce constricţie bronşică;
",,,,
TRUE,"   2. o scădere a PCO2 alveolar are ca rezultat hiperventilaţie sau o reducere locală a fluxului sanguin pulmonar care, de asemenea, produce bronhoconstricţie;
",,,,
TRUE,"   3. bronhoconstricția are loc prin mecanism reflex prin stimularea receptorilor de la nivel traheal şi a bronhiilor mari de către factori iritanţi cum ar fi fumul de ţigară, aerul rece şi gazele toxice;
",,,,
,"   4. un factor determinant al calibrului căilor aeriene este tonusul muşchiului neted bronşic ce este sub control voluntar;
",,,,
TRUE,"   5. inervaţia motorie este dată de nervul vag;
",,,,
TRUE,"   6. un factor determinant al calibrului căilor aeriene este tonusul muşchiului neted bronşic ce este sub control vegetativ;
",,,,
,"   7. bronhoconstricția are loc prin mecanism reflex prin stimularea receptorilor de la nivelul bronhiolelor de către factori iritanţi cum ar fi fumul de ţigară, aerul rece şi gazele toxice;
",,,,
,"   8. o creștere a PCO2 alveolar are ca rezultat hiperventilaţie sau o reducere locală a fluxului sanguin pulmonar care, de asemenea, produce bronhoconstricţie;
",,,,
,"   9. stimularea simpatică a mușchiului netes produce bronhoconstricție, pe când activitatea parasimpatică produce bronhodilatație;
",,,,
,"   10. inervaţia motorie este dată de nervul laringeu recurent.
",,,,
,,,,,
,"26. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. la sfârşitul inspirului, presiunea intrapleurală este de -8 cm H2O şi, deşi aerul nu se mai mişcă, presiunea din interiorul căilor aeriene este similară cu presiunea atmosferică;
",,,,
,"   2. la începutul inspirului, presiunea intrapleurală crește la -9 cm H2O şi presiunea alveolară scade la – 5 cm H2O;
",,,,
,"   3. forţa de recul elastic crește când volumul pulmonar devine mic şi aceasta este unul din motive pentru care debitul maxim scade când volumul pulmonar scade;
",,,,
,"   4. la sfârşitul inspirului, presiunea intrapleurală este de -12 cm H2O şi, deşi aerul nu se mai mişcă, presiunea din interiorul căilor aeriene nu este similară cu presiunea atmosferică;
",,,,
,"   5. înainte de inspir, presiunea intrapleurală este de –9 cm H2O, nu există flux de aer, iar presiunea din căile aeriene este egală cu cea atmosferică;
",,,,
,"   6. compresiunea exercitată de căile respiratorii nu limitează debitul;
",,,,
TRUE,"   7. forţa de recul elastic scade când volumul pulmonar devine mic şi aceasta este unul din motive pentru care debitul maxim scade când volumul pulmonar scade;
",,,,
TRUE,"   8. compresiunea exercitată de căile respiratorii limitează debitul;
",,,,
TRUE,"   9. la începutul inspirului, presiunea intrapleurală scade la -7 cm H2O şi presiunea alveolară scade la – 2 cm H2O;
",,,,
TRUE,"   10. înainte de inspir, presiunea intrapleurală este de –5 cm H2O, nu există flux de aer, iar presiunea din căile aeriene este egală cu cea atmosferică;
",,,,
,,,,,
,"27. Următoarele/ următoarea afirmații cu privire la sistemul respirator sunt adevărate:
",,,,
TRUE,"   1. în cursul respiraţiei obişnuite la nivelul plămânilor acţionează trei forţe; două dintre ele au tendinţa de a determina colabarea plămânilor iar cea de-a treia are tendinţa de a-i destinde;
",,,,
TRUE,"   2. tensiunea superficială se referă la forţa generată de pelicula de lichid care tapetează alveolele şi are tendinţa de a le colaba trăgând de ele spre interior, departe de peretele toracic;
",,,,
,"   3. țesutul elastic al plămânului este întins în condiţii fiziologice, iar tensiunea rezultată din această întindere acţionează ca o forţă elastică ce determină colabarea plămânului prin tragerea spre interior a pleurei parietale;
",,,,
,"   4. efectele forţei elastice şi ale tensiunii superficiale sunt contracarate de efectul de destindere produs de presiunea pozitivă (subatmosferică) din spaţiul intrapleural (presiune intrapleurală);
",,,,
,"   5. în cursul respiraţiei obişnuite la nivelul plămânilor acţionează trei forţe; două dintre ele au tendinţa de a determina destinderea plămânilor iar cea de-a treia are tendinţa de a-i colaba;
",,,,
TRUE,"   6. efectele forţei elastice şi ale tensiunii superficiale sunt contracarate de efectul de destindere produs de presiunea negativă (subatmosferică) din spaţiul intrapleural (presiune intrapleurală);
",,,,
,"   7. tensiunea superficială este cea de-a doua forţă care are tendinţa de a destinde plămânul;
",,,,
