,"2. Pe linia mediană, imediat deasupra rădăcinii nasului se observă un șanț longitudinal vertical în care stă porțiunea anterioară a sinusului venos sagital superior
"
TRUE,"3. Pe linia mediană, imediat deasupra rădăcinii nasului se găsește glabella
"
TRUE,"4. Lateral se găsesc două proeminențe rotunjite denumite bose frontale
"
TRUE,"5. În părțile postero-laterale se observă o fațetă triunghiulară, denumită fațeta temporală a frontalului
"
,"6. Paramedian, bilateral, se observă 2 suprafețe triunghiulare denumite fose orbitare
"
,"7. Pe linia mediană, imediat deasupra rădăcinii nasului se observă șanțul etmoidal, în formă de ”U” cu deschiderea posterior
"
TRUE,"8. Bosele frontale sunt dispuse la aproximativ 3 cm deasupra marginii supraorbitare
"
,"9. Se mai numește și față orbitară
"
,"10. Vine în raport cu lobii frontali ai emisferelor cerebrale
"
,
,"31. Despre fața inferioară a osului frontal se poate afirma că:
"
,"1. De o parte și de alta a șanțului etmoidal se găsesc fațetele temporale ale osului frontal
"
,"2. Ia parte la formarea planșeului cavității orbitare
"
TRUE,"3. Este denumită și față orbitară
"
TRUE,"4. În partea antero-medială a fosei orbitare se găsește foseta trohleară
"
,"5. Pe linia mediană se observă un șanț longitudinal vertical în care stă porțiunea anterioară a sinusului venos sagital superior
"
TRUE,"6. În partea antero-laterală a fosei orbitare se găsește foseta lacrimală
"
,"7. Vine în raport cu lobii frontali ai emisferelor cerebrale
"
TRUE,"8. Pe linia mediană se găsește șanțul etmoidal, în formă de ”U” cu concavitatea orientată posterior
"
TRUE,"9. De o parte și de alta a șanțului etmoidal se găsesc fosele orbitare
"
,"10. Posterior de șanțul etmoidal se găsește o spină ascuțită, denumită spina nazală a frontalului
"
,
,"32. Despre marginile osului frontal putem afirma:
"
TRUE,"1. Marginea anterioară separă fața anterioară a frontalului de cea inferioară
"
,"2. Arcada sprâncenară de la nivelul marginii anterioare se articulează cu osul malar prin procesul orbitar intern
"
TRUE,"3. La nivelul marginii anterioare se observă arcada sprâncenară, ce prezintă la unirea 1/3 mediale cu 2/3 laterale șanțul(gaura) supraorbitară
"
,"4. Marginea superioară se articulează cu oasele temporale formând sutura coronară
"
TRUE,"5. Marginea posterioară se articulează cu aripile mici ale sfenoidului
"
,"6. Marginea posterioară se articulează cu oasele parietale formând sutura lambdoidă
"
,"7. Sunt în număr de 4 ( anterioară , posterioară ,superioară, inferioară)
"
TRUE,"8. Marginea anterioară prezintă median șanțul nazal, ce se articulează medial cu oasele nazale și lateral cu apofizele montante ale maxilarelor
"
TRUE,"9. Marginea superioară se articulează cu oasele parietale formând sutura coronară
"
,"10. Arcada sprâncenară de la nivelul marginii anterioare se articulează cu osul lacrimal și procesul frontal al maxilei prin procesul orbitar extern
"
,
,"33. Despre fața posterioară a osului frontal putem afirma:
"
TRUE,"1. Creasta frontalului se termină la nivelul unui orificiu numit gaura oarbă(foramen caecum)
"
TRUE,"2. Pe linia mediană se observă un șanț longitudinal vertical în care stă porțiunea anterioară a sinusului venos longitudinal superior
"
TRUE,"3. Vine în raport cu lobii frontali ai emisferelor cerebrale
"
,"4. Este denumită și față orbitară
"
TRUE,"5. Pe linia mediană se observă o creastă verticală, denumită creasta frontalului, pe care se inseră coasa creierului
"
,"6. Pe linia mediană prezintă un șanț în formă de ”U” cu deschiderea posterior, numit șanț etmoidal
"
,"7. Paramedian, bilateral, se observă 2 suprafețe triunghiulare denumite fose orbitare
"
,"8. În părțile postero-laterale se observă o fațetă triunghiulară, denumită fațeta temporală a frontalului
"
TRUE,"9. Paramedian,bilateral, în partea superioară se găsesc două depresiuni numite fosele frontale
"
,"10. Lateral se găsesc două proeminențe rotunjite denumite bose frontale
"
,
,"34. Despre fața externă a osului parietal putem afirma:
"
TRUE,"1. Posterior și aproape de marginea superioară se observă gaura parietală accesorie a lui Santorini
"
,"2. Superior de bosa parietală se observă liniile curbe frontale ale parietalului
"
TRUE,"3. Inferior de bosa parietală se observă liniile curbe temporale ale parietalului
"
TRUE,"4. Prezintă relativ central o proeminență, numită bosă parietală
"
,"5. La întâlnirea liniei curbe temporale superioare cu sutura coronară se găsește punctul craniometric pterion
"
,"6. Inferior de bosa parietală se observă creastă infratemporală
"
TRUE,"7. Pe linia curbă temporală superioară se inseră aponevroza temporală
"
,"8. La nivelul ei se găsește zona decolabilă Gerard Marchand
"
TRUE,"9. În spațiul dintre cele două linii curbe temporale ale parietalului se inseră mușchiul temporal
"
,"10. Anterior și aproape de marginea superioară se observă gaura oarbă(foramen caecum)
"
,
,"35. Despre fața internă a osului parietal putem afirma:
"
TRUE,"1. Este brăzdată de șanțuri ramificate, determinate de raporturile cu artera și vena meningee mijlocie
"
TRUE,"2. La nivelul ei se găsește zona decolabilă Gerard Marchand
"
TRUE,"3. Prezintă central o depresiune numită fosă parietală
"
,"4. Pe suprafața ei se observă liniile curbe temporale ale parietalului
"
,"5. Prezintă central o depresiune denumită tuberozitate parietală
"
TRUE,"6. Este denumită și față endocraniană
"
,"7. Este convexă, netedă
"
,"8. Din unghiul ei antero-inferior pleacă cele două linii curbe temporale ale parietalului
"
,"9. Prezintă central o proeminență, numită fosă parietală
"
TRUE,"10. Din unghiul ei antero-inferior pleacă creasta sylviană, ce corespunde scizurii laterale a lui Sylvius
"
,
,"36. Despre osul parietal putem afirma:
"
TRUE,"1. Marginea superioară se articulează cu cea a osului de parte opusă formând sutura sagitală
"
TRUE,"2. Marginea inferioară se articulează cu aripa mare a sfenoidului, solzul temporalului și procesul mastoidian
"
,"3. Prezintă 4 fețe și 4 unghiuri
"
,"4. Este un os nepereche
"
,"5. Marginea posterioară se articulează cu osul sfenoid formând sutura sfeno-parietală
"
,"6. Este localizat în spatele frontalului, înaintea temporalului și superior de occipital
"
,"7. Marginea superioară se articulează cu cea a osului de parte opusă formând sutura coronară
"
TRUE,"8. Marginea posterioară se articulează cu osul occipital formând sutura lambdoidă
"
TRUE,"9. Marginea anterioară se articulează cu osul frontal pentru a forma sutura coronară
"
TRUE,"10. Prezintă 4 margini și 4 unghiuri
"
,
,"37. Despre osul parietal putem afirma:
"
TRUE,"1. La nivelul unghiului postero-superior se găsește punctul craniometric lambda
"
TRUE,"2. Este un os pereche
"
,"3. Prezintă 3 margini și 3 unghiuri
"
,"4. Unghiul postero-inferior se articulează cu sfenoidul și temporalul, la acest nivel găsindu-se punctul craniometric pterion
"
TRUE,"5. Unghiul postero-inferior se articulează cu occipitalul și temporalul, la acest nivel găsindu-se punctul craniometric asterion
"
TRUE,"6. La nivelul unghiului antero-superior se găsește punctul craniometric bregma
"
,"7. La nivelul unghiului antero-superior se găsește punctul craniometric asterion
"
,"8. Are formă aproximativ patrulateră și prezintă 4 fețe
"
TRUE,"9. Formează cea mai mare parte a pereților cutiei craniene
"
,"10. Unghiul antero-inferior sau sfenoidal se articulează cu aripa mică a osului sfenoid
"
,
,"38. Despre osul etmoid se poate afirma:
"
,"1. Cele două mase laterale( labirinturi) etmoidale sunt atașate feței superioare a lamei orizontale
"
,"2. Este un os simetric, situat posterior de osul sfenoid
"
TRUE,"3. Ia parte la formarea peretelui medial al orbitei
"
TRUE,"4. Cele două mase laterale( labirinturi) etmoidale sunt suspendate pe fața inferioară a lamei orizontale
"
,"5. Ia parte la formarea perelui lateral al orbitei
"
,"6. Este un os median, pereche
"
TRUE,"7. În componența sa se găsește o lamă orizontală, ciuruită, ce intersectează lama verticală perpendicular
"
TRUE,"8. Ia parte la formarea plafonului și peretelui lateral al foselor nazale
"
,"9. În componența sa se găsește o lamă verticală, de care sunt suspendate masele laterale(labirinturile) etmoidale
"
TRUE,"10. În componența sa se găsește o lamă verticală, mediană
"
,
,"39. Despre lama verticală a etmoidului putem afirma următoarele:
"
TRUE,"1. Porțiunea ei inferioară( lama perpendiculară etmoidală) se articulează anterior cu spina nazală a frontalului
"
,"2. Este împărțită de lama orizontală în două porțiuni egale
"
,"3. Porțiunea ei inferioară( lama perpendiculară etmoidală) participă la formarea peretelui medial al orbitei
"
TRUE,"4. Porțiunea inferioară se mai numește și lama perpendiculară a etmoidului, participând la formarea septului nazal
"
TRUE,"5. Este împărțită de lama orizontală în două porțiuni inegale
"
,"6. Pe fața ei inferioară sunt suspendate masele laterale(labirinturile) etmoidale
"
,"7. Porțiunea inferioară se mai numește și lama perpendiculară a etmoidului, participând la formarea peretelui lateral al foselor nazale
"
TRUE,"8. Porțiunea superioară are formă triunghiulară și se numește apofiza crista galli
"
,"9. Porțiunea superioară are formă patrulateră și se numește lama perpendiculară a etmoidului
"
TRUE,"10. Porțiunea ei inferioară( lama perpendiculară etmoidală) se articulează posterior cu sfenoidul și vomerul
"
,
,"40. Despre masele laterale(labirinturile) etmoidale putem afirma:
"
,"1. De pe fața externă se desprind două lame osoase răsucite: cornetul nazal mijlociu și cornetul nazal inferior
"
,"2. Cornetul nazal mijlociu prezintă o extremitate anterioară(cap), care ajunge la 1 cm de orificiul faringian al trompei lui Eustachio
"
TRUE,"3. Fața externă face parte din peretele medial al orbitei și se mai numește os planum
"
TRUE,"4. Au o formă relativ cubică și prezintă 6 fețe
"
TRUE,"5. Sunt suspendate în partea laterală a feței inferioare a lamei orizontale(ciuruite) etmoidale
"
TRUE,"6. Fața internă ia parte la formarea peretelui lateral al foselor nazale
"
,"7. Fața internă se mai numește și os planum
"
,"8. În interiorul maselor laterale se găsesc cavități, ce conțin lichid sero-citrin, denumite celule etmoidale
"
TRUE,"9. De pe fața internă se desprind două lame osoase răsucite: cornetul nazal superior și cornetul nazal mijlociu
"
,"10. Fața externă face parte din peretele lateral al orbitei și se mai numește lama papiraceae a etmoidului
"
,
,"41. Despre osul sfenoid putem afirma:
"
,"1. Este alcătuit din două procese orizontale situate pe fața inferioară a corpului, numite procese palatine
"
TRUE,"2. Este un os median, situat în etajul mijlociu al bazei craniului
"
TRUE,"3. Este alcătuit dintr-o porțiune centrală numită corp, de formă relativ cubică
"
TRUE,"4. Este alcătuit din două prelungiri în formă de semilună ce se desprind din partea laterală a corpului, numite aripile mari
"
TRUE,"5. Este alcătuit din două lame triunghiulare ce se desprind din partea antero-superioară a corpului numite aripile mici
"
,"6. Este alcătuit din două prelungiri în formă de semilună ce se desprind din partea anterioară a corpului, numite aripile mici
"
TRUE,"7. Este alcătuit din două procese verticale situate pe fața inferioară a corpului, numite procese pterigoidiene
"
,"8. În interiorul corpului sfenoidului se găsesc două cavități, denumite sinusurile pterigoidiene
"
,"9. Este un os pereche, situat în etajul anterior al bazei craniului
"
,"10. Este alcătuit din două lame triunghiulare ce se desprind din partea inferioară a corpului numite aripile mari
"
,
,"42. Despre corpul osului sfenoid se poate afirma:
"
TRUE,"1. Fața inferioară prezintă median creasta inferioară sfenoidală ce se articulează cu un șanț de pe marginea superioară a vomerului
"
,"2. Are o formă patrulateră, prezentând 4 fețe
"
TRUE,"3. Fața superioară prezintă o suprafață patrulateră numită jugum sphenoidale
"
TRUE,"4. Fața superioară prezintă o depresiune numită fosa pituitară sau șaua turcească, în care stă glanda hipofiză
"
,"5. Fața superioară prezintă un șanț larg, cu formă de ”S” italic, numit șanțul sinusului cavernos
"
,"6. Fața superioară prezintă o proeminență numită tubercul sellae(tubercul pituitar), anterior de care se află șaua turcească
"
TRUE,"7. Fața superioară prezintă un șanț transversal numit șanț optic, în care se găsește chiasma optică
"
,"8. Fața posterioară se articulează cu vomerul, formând schindileza sfeno-vomeriană
"
TRUE,"9. Fața posterioară se articulează cu osul occipital, formând sincondroza occipito-sfenoidală
"
,"10. Fața superioară prezintă o depresiune numită șaua turcească, delimitată anterior de o lamă verticală, patrulateră, numită dorsum sellae
"
,
,"43. Despre osul sfenoid se poate afirma:
"
TRUE,"1. Fața inferioară a aripilor mici ia parte la formarea părții posterioare a plafonului orbitar
"
TRUE,"2. Fața superioară a aripilor mici vine în raport cu lobul frontal al emisferelor cerebrale
"
,"3. Fața inferioară a aripilor mici ia parte la formarea planșeului orbitar
"
